COUNTY,STATE,POPULATION,DATE
Montgomery County, Kansas,32556,2017-07-01
Morris County, Kansas,5455,2017-07-01
Morton County, Kansas,2740,2017-07-01
Nemaha County, Kansas,10118,2017-07-01
Larue County, Kentucky,14205,2017-07-01
Laurel County, Kentucky,60174,2017-07-01
Lawrence County, Kentucky,15719,2017-07-01
Lee County, Kentucky,6570,2017-07-01
Leslie County, Kentucky,10334,2017-07-01
Letcher County, Kentucky,22339,2017-07-01
Marion County, Indiana,950082,2017-07-01
Marshall County, Indiana,46498,2017-07-01
Martin County, Indiana,10215,2017-07-01
Miami County, Indiana,35845,2017-07-01
Monroe County, Indiana,146986,2017-07-01
Montgomery County, Indiana,38525,2017-07-01
Morgan County, Indiana,69713,2017-07-01
Lucas County, Iowa,8534,2017-07-01
Lyon County, Iowa,11792,2017-07-01
Madison County, Iowa,16013,2017-07-01
Mahaska County, Iowa,22235,2017-07-01
Marion County, Iowa,33105,2017-07-01
Marshall County, Iowa,40288,2017-07-01
Neosho County, Kansas,16015,2017-07-01
Ness County, Kansas,2869,2017-07-01
Norton County, Kansas,5441,2017-07-01
Osage County, Kansas,15772,2017-07-01
Osborne County, Kansas,3610,2017-07-01
Ottawa County, Kansas,5863,2017-07-01
Pawnee County, Kansas,6680,2017-07-01
Edmonson County, Kentucky,12226,2017-07-01
Elliott County, Kentucky,7523,2017-07-01
Estill County, Kentucky,14277,2017-07-01
Fayette County, Kentucky,321959,2017-07-01
Fleming County, Kentucky,14446,2017-07-01
Floyd County, Kentucky,36271,2017-07-01
Newton County, Indiana,14130,2017-07-01
Noble County, Indiana,47452,2017-07-01
Ohio County, Indiana,5828,2017-07-01
Orange County, Indiana,19426,2017-07-01
Owen County, Indiana,20839,2017-07-01
Parke County, Indiana,16886,2017-07-01
Mills County, Iowa,15068,2017-07-01
Mitchell County, Iowa,10631,2017-07-01
Monona County, Iowa,8740,2017-07-01
Monroe County, Iowa,7845,2017-07-01
Montgomery County, Iowa,10137,2017-07-01
Muscatine County, Iowa,42880,2017-07-01
Phillips County, Kansas,5370,2017-07-01
Pottawatomie County, Kansas,23908,2017-07-01
Pratt County, Kansas,9547,2017-07-01
Rawlins County, Kansas,2497,2017-07-01
Reno County, Kansas,62510,2017-07-01
Republic County, Kansas,4691,2017-07-01
Hart County, Kentucky,18757,2017-07-01
Henderson County, Kentucky,45928,2017-07-01
Henry County, Kentucky,16006,2017-07-01
Hickman County, Kentucky,4520,2017-07-01
Hopkins County, Kentucky,45547,2017-07-01
Jackson County, Kentucky,13431,2017-07-01
Perry County, Indiana,19081,2017-07-01
Pike County, Indiana,12365,2017-07-01
Porter County, Indiana,168404,2017-07-01
Posey County, Indiana,25595,2017-07-01
Pulaski County, Indiana,12534,2017-07-01
Putnam County, Indiana,37702,2017-07-01
O'Brien County, Iowa,13801,2017-07-01
Osceola County, Iowa,6045,2017-07-01
Page County, Iowa,15224,2017-07-01
Palo Alto County, Iowa,9092,2017-07-01
Plymouth County, Iowa,25220,2017-07-01
Pocahontas County, Iowa,6846,2017-07-01
Polk County, Iowa,481830,2017-07-01
Rice County, Kansas,9660,2017-07-01
Riley County, Kansas,74172,2017-07-01
Rooks County, Kansas,5043,2017-07-01
Rush County, Kansas,3103,2017-07-01
Russell County, Kansas,6915,2017-07-01
Saline County, Kansas,54734,2017-07-01
Lewis County, Kentucky,13339,2017-07-01
Lincoln County, Kentucky,24456,2017-07-01
Livingston County, Kentucky,9269,2017-07-01
Logan County, Kentucky,27060,2017-07-01
Lyon County, Kentucky,8082,2017-07-01
McCracken County, Kentucky,65385,2017-07-01
Randolph County, Indiana,24922,2017-07-01
Ripley County, Indiana,28442,2017-07-01
Rush County, Indiana,16645,2017-07-01
St. Joseph County, Indiana,270434,2017-07-01
Scott County, Indiana,23870,2017-07-01
Shelby County, Indiana,44395,2017-07-01
Pottawattamie County, Iowa,93386,2017-07-01
Poweshiek County, Iowa,18314,2017-07-01
Ringgold County, Iowa,5034,2017-07-01
Sac County, Iowa,9817,2017-07-01
Scott County, Iowa,172509,2017-07-01
Shelby County, Iowa,11628,2017-07-01
Scott County, Kansas,4961,2017-07-01
Sedgwick County, Kansas,513687,2017-07-01
Seward County, Kansas,22159,2017-07-01
Shawnee County, Kansas,178187,2017-07-01
Sheridan County, Kansas,2527,2017-07-01
Sherman County, Kansas,5930,2017-07-01
Smith County, Kansas,3668,2017-07-01
Pulaski County, Illinois,5509,2017-07-01
Putnam County, Illinois,5727,2017-07-01
Randolph County, Illinois,32423,2017-07-01
Richland County, Illinois,15901,2017-07-01
Rock Island County, Illinois,144808,2017-07-01
St. Clair County, Illinois,262479,2017-07-01
Spencer County, Indiana,20394,2017-07-01
Starke County, Indiana,22893,2017-07-01
Steuben County, Indiana,34484,2017-07-01
Sullivan County, Indiana,20746,2017-07-01
Switzerland County, Indiana,10696,2017-07-01
Tippecanoe County, Indiana,190587,2017-07-01
Tipton County, Indiana,15128,2017-07-01
Sioux County, Iowa,34860,2017-07-01
Story County, Iowa,97502,2017-07-01
Tama County, Iowa,17058,2017-07-01
Taylor County, Iowa,6178,2017-07-01
Union County, Iowa,12450,2017-07-01
Van Buren County, Iowa,7157,2017-07-01
Wapello County, Iowa,35044,2017-07-01
Stafford County, Kansas,4207,2017-07-01
Stanton County, Kansas,2060,2017-07-01
Stevens County, Kansas,5612,2017-07-01
Sumner County, Kansas,23159,2017-07-01
Thomas County, Kansas,7788,2017-07-01
Trego County, Kansas,2884,2017-07-01
Saline County, Illinois,24102,2017-07-01
Sangamon County, Illinois,196452,2017-07-01
Schuyler County, Illinois,7035,2017-07-01
Scott County, Illinois,5002,2017-07-01
Shelby County, Illinois,21719,2017-07-01
Stark County, Illinois,5434,2017-07-01
Stephenson County, Illinois,45054,2017-07-01
Union County, Indiana,7200,2017-07-01
Vanderburgh County, Indiana,181616,2017-07-01
Vermillion County, Indiana,15505,2017-07-01
Vigo County, Indiana,107516,2017-07-01
Wabash County, Indiana,31443,2017-07-01
Warren County, Indiana,8201,2017-07-01
Warren County, Iowa,50163,2017-07-01
Washington County, Iowa,22281,2017-07-01
Wayne County, Iowa,6476,2017-07-01
Webster County, Iowa,36605,2017-07-01
Winnebago County, Iowa,10587,2017-07-01
Winneshiek County, Iowa,20201,2017-07-01
Slope County, North Dakota,771,2017-07-01
Stark County, North Dakota,30209,2017-07-01
Steele County, North Dakota,1917,2017-07-01
Stutsman County, North Dakota,21087,2017-07-01
Towner County, North Dakota,2253,2017-07-01
Traill County, North Dakota,8013,2017-07-01
Beaver County, Oklahoma,5315,2017-07-01
Beckham County, Oklahoma,21793,2017-07-01
Blaine County, Oklahoma,9498,2017-07-01
Bryan County, Oklahoma,46319,2017-07-01
Caddo County, Oklahoma,29173,2017-07-01
Canadian County, Oklahoma,139926,2017-07-01
Monroe County, New York,747642,2017-07-01
Montgomery County, New York,49258,2017-07-01
Nassau County, New York,1369514,2017-07-01
New York County, New York,1664727,2017-07-01
Niagara County, New York,211328,2017-07-01
Oneida County, New York,231332,2017-07-01
Lincoln County, North Carolina,82403,2017-07-01
McDowell County, North Carolina,45159,2017-07-01
Macon County, North Carolina,34732,2017-07-01
Madison County, North Carolina,21746,2017-07-01
Martin County, North Carolina,22789,2017-07-01
Mecklenburg County, North Carolina,1076837,2017-07-01
Walsh County, North Dakota,10855,2017-07-01
Ward County, North Dakota,68946,2017-07-01
Wells County, North Dakota,4022,2017-07-01
Williams County, North Dakota,33349,2017-07-01
Adams County, Ohio,27726,2017-07-01
Allen County, Ohio,103198,2017-07-01
Carter County, Oklahoma,48190,2017-07-01
Cherokee County, Oklahoma,48888,2017-07-01
Choctaw County, Oklahoma,14863,2017-07-01
Cimarron County, Oklahoma,2154,2017-07-01
Cleveland County, Oklahoma,279641,2017-07-01
Coal County, Oklahoma,5642,2017-07-01
Onondaga County, New York,465398,2017-07-01
Ontario County, New York,109899,2017-07-01
Orange County, New York,382226,2017-07-01
Orleans County, New York,40983,2017-07-01
Oswego County, New York,118478,2017-07-01
Otsego County, New York,60094,2017-07-01
Mitchell County, North Carolina,15072,2017-07-01
Montgomery County, North Carolina,27435,2017-07-01
Moore County, North Carolina,97264,2017-07-01
Nash County, North Carolina,93991,2017-07-01
New Hanover County, North Carolina,227198,2017-07-01
Northampton County, North Carolina,19862,2017-07-01
Ashland County, Ohio,53628,2017-07-01
Ashtabula County, Ohio,97807,2017-07-01
Athens County, Ohio,66597,2017-07-01
Auglaize County, Ohio,45778,2017-07-01
Belmont County, Ohio,68029,2017-07-01
Brown County, Ohio,43576,2017-07-01
Comanche County, Oklahoma,121526,2017-07-01
Cotton County, Oklahoma,5823,2017-07-01
Craig County, Oklahoma,14327,2017-07-01
Creek County, Oklahoma,71704,2017-07-01
Custer County, Oklahoma,28800,2017-07-01
Delaware County, Oklahoma,42602,2017-07-01
Dewey County, Oklahoma,4878,2017-07-01
Putnam County, New York,99323,2017-07-01
Queens County, New York,2358582,2017-07-01
Rensselaer County, New York,159722,2017-07-01
Richmond County, New York,479458,2017-07-01
Rockland County, New York,328868,2017-07-01
St. Lawrence County, New York,109623,2017-07-01
Onslow County, North Carolina,193893,2017-07-01
Orange County, North Carolina,144946,2017-07-01
Pamlico County, North Carolina,12689,2017-07-01
Pasquotank County, North Carolina,39743,2017-07-01
Pender County, North Carolina,60958,2017-07-01
Butler County, Ohio,380604,2017-07-01
Carroll County, Ohio,27385,2017-07-01
Champaign County, Ohio,38840,2017-07-01
Clark County, Ohio,134557,2017-07-01
Clermont County, Ohio,204214,2017-07-01
Clinton County, Ohio,42009,2017-07-01
Columbiana County, Ohio,103077,2017-07-01
Ellis County, Oklahoma,3966,2017-07-01
Garfield County, Oklahoma,61581,2017-07-01
Garvin County, Oklahoma,27909,2017-07-01
Grady County, Oklahoma,54943,2017-07-01
Grant County, Oklahoma,4395,2017-07-01
Greer County, Oklahoma,5843,2017-07-01
Saratoga County, New York,229869,2017-07-01
Schenectady County, New York,155565,2017-07-01
Schoharie County, New York,31420,2017-07-01
Schuyler County, New York,18000,2017-07-01
Seneca County, New York,34498,2017-07-01
Steuben County, New York,96281,2017-07-01
Perquimans County, North Carolina,13474,2017-07-01
Person County, North Carolina,39370,2017-07-01
Pitt County, North Carolina,179042,2017-07-01
Polk County, North Carolina,20558,2017-07-01
Randolph County, North Carolina,143282,2017-07-01
Richmond County, North Carolina,44798,2017-07-01
Coshocton County, Ohio,36544,2017-07-01
Crawford County, Ohio,41746,2017-07-01
Cuyahoga County, Ohio,1248514,2017-07-01
Darke County, Ohio,51536,2017-07-01
Defiance County, Ohio,38156,2017-07-01
Delaware County, Ohio,200464,2017-07-01
Harmon County, Oklahoma,2689,2017-07-01
Harper County, Oklahoma,3808,2017-07-01
Haskell County, Oklahoma,12763,2017-07-01
Hughes County, Oklahoma,13302,2017-07-01
Jackson County, Oklahoma,25125,2017-07-01
Jefferson County, Oklahoma,6183,2017-07-01
Suffolk County, New York,1492953,2017-07-01
Sullivan County, New York,75485,2017-07-01
Tioga County, New York,48578,2017-07-01
Tompkins County, New York,104802,2017-07-01
Ulster County, New York,179417,2017-07-01
Warren County, New York,64532,2017-07-01
Robeson County, North Carolina,132606,2017-07-01
Rockingham County, North Carolina,90949,2017-07-01
Rowan County, North Carolina,140644,2017-07-01
Rutherford County, North Carolina,66551,2017-07-01
Sampson County, North Carolina,63430,2017-07-01
Scotland County, North Carolina,35093,2017-07-01
Erie County, Ohio,74817,2017-07-01
Fairfield County, Ohio,154733,2017-07-01
Fayette County, Ohio,28752,2017-07-01
Franklin County, Ohio,1291981,2017-07-01
Fulton County, Ohio,42289,2017-07-01
Gallia County, Ohio,29973,2017-07-01
Johnston County, Oklahoma,11060,2017-07-01
Kay County, Oklahoma,44544,2017-07-01
Kingfisher County, Oklahoma,15669,2017-07-01
Kiowa County, Oklahoma,8893,2017-07-01
Latimer County, Oklahoma,10411,2017-07-01
Le Flore County, Oklahoma,49731,2017-07-01
Washington County, New York,61620,2017-07-01
Wayne County, New York,90670,2017-07-01
Westchester County, New York,980244,2017-07-01
Wyoming County, New York,40493,2017-07-01
Yates County, New York,24955,2017-07-01
Alamance County, North Carolina,162391,2017-07-01
Stanly County, North Carolina,61482,2017-07-01
Stokes County, North Carolina,45717,2017-07-01
Surry County, North Carolina,72224,2017-07-01
Swain County, North Carolina,14294,2017-07-01
Transylvania County, North Carolina,33956,2017-07-01
Tyrrell County, North Carolina,4052,2017-07-01
Geauga County, Ohio,93918,2017-07-01
Greene County, Ohio,166752,2017-07-01
Guernsey County, Ohio,39093,2017-07-01
Hamilton County, Ohio,813822,2017-07-01
Hancock County, Ohio,75754,2017-07-01
Hardin County, Ohio,31364,2017-07-01
Harrison County, Ohio,15216,2017-07-01
Lincoln County, Oklahoma,35142,2017-07-01
Logan County, Oklahoma,46784,2017-07-01
Love County, Oklahoma,10034,2017-07-01
McClain County, Oklahoma,39343,2017-07-01
McCurtain County, Oklahoma,32808,2017-07-01
McIntosh County, Oklahoma,19742,2017-07-01
Alexander County, North Carolina,37286,2017-07-01
Alleghany County, North Carolina,11031,2017-07-01
Anson County, North Carolina,24991,2017-07-01
Ashe County, North Carolina,26957,2017-07-01
Avery County, North Carolina,17536,2017-07-01
Beaufort County, North Carolina,47088,2017-07-01
Union County, North Carolina,231366,2017-07-01
Vance County, North Carolina,44211,2017-07-01
Wake County, North Carolina,1072203,2017-07-01
Warren County, North Carolina,19883,2017-07-01
Washington County, North Carolina,12012,2017-07-01
Watauga County, North Carolina,55121,2017-07-01
Henry County, Ohio,27185,2017-07-01
Highland County, Ohio,42971,2017-07-01
Hocking County, Ohio,28474,2017-07-01
Holmes County, Ohio,43957,2017-07-01
Huron County, Ohio,58494,2017-07-01
Jackson County, Ohio,32449,2017-07-01
Major County, Oklahoma,7693,2017-07-01
Marshall County, Oklahoma,16434,2017-07-01
Mayes County, Oklahoma,40921,2017-07-01
Murray County, Oklahoma,13853,2017-07-01
Muskogee County, Oklahoma,69086,2017-07-01
Noble County, Oklahoma,11277,2017-07-01
Nowata County, Oklahoma,10306,2017-07-01
Bertie County, North Carolina,19224,2017-07-01
Bladen County, North Carolina,33478,2017-07-01
Brunswick County, North Carolina,130897,2017-07-01
Buncombe County, North Carolina,257607,2017-07-01
Burke County, North Carolina,89293,2017-07-01
Cabarrus County, North Carolina,206872,2017-07-01
Wayne County, North Carolina,124172,2017-07-01
Wilkes County, North Carolina,68576,2017-07-01
Wilson County, North Carolina,81671,2017-07-01
Yadkin County, North Carolina,37774,2017-07-01
Yancey County, North Carolina,17744,2017-07-01
Adams County, North Dakota,2318,2017-07-01
Jefferson County, Ohio,66359,2017-07-01
Knox County, Ohio,61261,2017-07-01
Lake County, Ohio,230117,2017-07-01
Lawrence County, Ohio,60249,2017-07-01
Licking County, Ohio,173448,2017-07-01
Logan County, Ohio,45325,2017-07-01
Okfuskee County, Oklahoma,12140,2017-07-01
Oklahoma County, Oklahoma,787958,2017-07-01
Okmulgee County, Oklahoma,38930,2017-07-01
Osage County, Oklahoma,47233,2017-07-01
Ottawa County, Oklahoma,31312,2017-07-01
Pawnee County, Oklahoma,16472,2017-07-01
Caldwell County, North Carolina,81981,2017-07-01
Camden County, North Carolina,10581,2017-07-01
Carteret County, North Carolina,68881,2017-07-01
Caswell County, North Carolina,22646,2017-07-01
Catawba County, North Carolina,157974,2017-07-01
Chatham County, North Carolina,71472,2017-07-01
Barnes County, North Dakota,10734,2017-07-01
Benson County, North Dakota,6936,2017-07-01
Billings County, North Dakota,940,2017-07-01
Bottineau County, North Dakota,6530,2017-07-01
Bowman County, North Dakota,3166,2017-07-01
Burke County, North Dakota,2131,2017-07-01
Lorain County, Ohio,307924,2017-07-01
Lucas County, Ohio,430887,2017-07-01
Madison County, Ohio,44036,2017-07-01
Mahoning County, Ohio,229796,2017-07-01
Marion County, Ohio,64967,2017-07-01
Medina County, Ohio,178371,2017-07-01
Meigs County, Ohio,23080,2017-07-01
Payne County, Oklahoma,81575,2017-07-01
Pittsburg County, Oklahoma,44184,2017-07-01
Pontotoc County, Oklahoma,38224,2017-07-01
Pottawatomie County, Oklahoma,72226,2017-07-01
Pushmataha County, Oklahoma,11173,2017-07-01
Roger Mills County, Oklahoma,3716,2017-07-01
Cherokee County, North Carolina,28087,2017-07-01
Chowan County, North Carolina,14105,2017-07-01
Clay County, North Carolina,11074,2017-07-01
Cleveland County, North Carolina,97334,2017-07-01
Columbus County, North Carolina,55936,2017-07-01
Craven County, North Carolina,102578,2017-07-01
Burleigh County, North Dakota,95030,2017-07-01
Cass County, North Dakota,177787,2017-07-01
Cavalier County, North Dakota,3762,2017-07-01
Dickey County, North Dakota,4861,2017-07-01
Divide County, North Dakota,2288,2017-07-01
Dunn County, North Dakota,4289,2017-07-01
Mercer County, Ohio,40873,2017-07-01
Miami County, Ohio,105122,2017-07-01
Monroe County, Ohio,13946,2017-07-01
Montgomery County, Ohio,531542,2017-07-01
Morgan County, Ohio,14709,2017-07-01
Morrow County, Ohio,34994,2017-07-01
Rogers County, Oklahoma,91444,2017-07-01
Seminole County, Oklahoma,24878,2017-07-01
Sequoyah County, Oklahoma,41252,2017-07-01
Stephens County, Oklahoma,43332,2017-07-01
Texas County, Oklahoma,20900,2017-07-01
Tillman County, Oklahoma,7433,2017-07-01
Cumberland County, North Carolina,332546,2017-07-01
Currituck County, North Carolina,26331,2017-07-01
Dare County, North Carolina,36099,2017-07-01
Davidson County, North Carolina,165466,2017-07-01
Davie County, North Carolina,42456,2017-07-01
Duplin County, North Carolina,59039,2017-07-01
Eddy County, North Dakota,2316,2017-07-01
Emmons County, North Dakota,3301,2017-07-01
Foster County, North Dakota,3257,2017-07-01
Golden Valley County, North Dakota,1789,2017-07-01
Grand Forks County, North Dakota,70795,2017-07-01
Grant County, North Dakota,2376,2017-07-01
Muskingum County, Ohio,86149,2017-07-01
Noble County, Ohio,14406,2017-07-01
Ottawa County, Ohio,40657,2017-07-01
Paulding County, Ohio,18845,2017-07-01
Perry County, Ohio,36024,2017-07-01
Pickaway County, Ohio,57830,2017-07-01
Pike County, Ohio,28270,2017-07-01
Tulsa County, Oklahoma,646266,2017-07-01
Wagoner County, Oklahoma,78657,2017-07-01
Washington County, Oklahoma,51932,2017-07-01
Washita County, Oklahoma,11134,2017-07-01
Woods County, Oklahoma,9031,2017-07-01
Woodward County, Oklahoma,20459,2017-07-01
Durham County, North Carolina,311640,2017-07-01
Edgecombe County, North Carolina,52747,2017-07-01
Forsyth County, North Carolina,376320,2017-07-01
Franklin County, North Carolina,66168,2017-07-01
Gaston County, North Carolina,220182,2017-07-01
Griggs County, North Dakota,2258,2017-07-01
Hettinger County, North Dakota,2483,2017-07-01
Kidder County, North Dakota,2482,2017-07-01
LaMoure County, North Dakota,4087,2017-07-01
Logan County, North Dakota,1918,2017-07-01
McHenry County, North Dakota,5900,2017-07-01
Portage County, Ohio,162277,2017-07-01
Preble County, Ohio,41120,2017-07-01
Putnam County, Ohio,33878,2017-07-01
Richland County, Ohio,120589,2017-07-01
Ross County, Ohio,77313,2017-07-01
Sandusky County, Ohio,59195,2017-07-01
Baker County, Oregon,16054,2017-07-01
Benton County, Oregon,90951,2017-07-01
Clackamas County, Oregon,412672,2017-07-01
Clatsop County, Oregon,39182,2017-07-01
Columbia County, Oregon,51782,2017-07-01
Coos County, Oregon,63888,2017-07-01
Crook County, Oregon,23123,2017-07-01
Gates County, North Carolina,11544,2017-07-01
Graham County, North Carolina,8541,2017-07-01
Granville County, North Carolina,59557,2017-07-01
Greene County, North Carolina,21015,2017-07-01
Guilford County, North Carolina,526953,2017-07-01
Halifax County, North Carolina,51310,2017-07-01
McIntosh County, North Dakota,2606,2017-07-01
McKenzie County, North Dakota,12724,2017-07-01
McLean County, North Dakota,9685,2017-07-01
Mercer County, North Dakota,8465,2017-07-01
Morton County, North Dakota,30796,2017-07-01
Mountrail County, North Dakota,10265,2017-07-01
Scioto County, Ohio,75929,2017-07-01
Seneca County, Ohio,55243,2017-07-01
Shelby County, Ohio,48759,2017-07-01
Stark County, Ohio,372542,2017-07-01
Summit County, Ohio,541228,2017-07-01
Trumbull County, Ohio,200380,2017-07-01
Curry County, Oregon,22669,2017-07-01
Deschutes County, Oregon,186875,2017-07-01
Douglas County, Oregon,109405,2017-07-01
Gilliam County, Oregon,1855,2017-07-01
Grant County, Oregon,7190,2017-07-01
Harney County, Oregon,7289,2017-07-01
Harnett County, North Carolina,132754,2017-07-01
Haywood County, North Carolina,61084,2017-07-01
Henderson County, North Carolina,115708,2017-07-01
Hertford County, North Carolina,23906,2017-07-01
Hoke County, North Carolina,54116,2017-07-01
Hyde County, North Carolina,5363,2017-07-01
Nelson County, North Dakota,2937,2017-07-01
Oliver County, North Dakota,1940,2017-07-01
Pembina County, North Dakota,6972,2017-07-01
Pierce County, North Dakota,4099,2017-07-01
Ramsey County, North Dakota,11519,2017-07-01
Ransom County, North Dakota,5297,2017-07-01
Tuscarawas County, Ohio,92297,2017-07-01
Union County, Ohio,56741,2017-07-01
Van Wert County, Ohio,28217,2017-07-01
Vinton County, Ohio,13092,2017-07-01
Warren County, Ohio,228882,2017-07-01
Washington County, Ohio,60418,2017-07-01
Wayne County, Ohio,116038,2017-07-01
Essex County, New York,37956,2017-07-01
Franklin County, New York,51116,2017-07-01
Fulton County, New York,53877,2017-07-01
Genesee County, New York,57956,2017-07-01
Greene County, New York,47470,2017-07-01
Hamilton County, New York,4485,2017-07-01
Iredell County, North Carolina,175711,2017-07-01
Jackson County, North Carolina,42973,2017-07-01
Johnston County, North Carolina,196708,2017-07-01
Jones County, North Carolina,9597,2017-07-01
Lee County, North Carolina,60430,2017-07-01
Lenoir County, North Carolina,56883,2017-07-01
Renville County, North Dakota,2463,2017-07-01
Richland County, North Dakota,16351,2017-07-01
Rolette County, North Dakota,14531,2017-07-01
Sargent County, North Dakota,3858,2017-07-01
Sheridan County, North Dakota,1353,2017-07-01
Sioux County, North Dakota,4376,2017-07-01
Williams County, Ohio,36784,2017-07-01
Wood County, Ohio,130492,2017-07-01
Wyandot County, Ohio,22029,2017-07-01
Adair County, Oklahoma,21909,2017-07-01
Alfalfa County, Oklahoma,5907,2017-07-01
Atoka County, Oklahoma,13887,2017-07-01
Herkimer County, New York,62240,2017-07-01
Jefferson County, New York,114187,2017-07-01
Kings County, New York,2648771,2017-07-01
Lewis County, New York,26551,2017-07-01
Livingston County, New York,63799,2017-07-01
Madison County, New York,70965,2017-07-01
Blaine County, Nebraska,482,2017-07-01
Boone County, Nebraska,5352,2017-07-01
Box Butte County, Nebraska,10886,2017-07-01
Boyd County, Nebraska,1977,2017-07-01
Brown County, Nebraska,3014,2017-07-01
Buffalo County, Nebraska,49732,2017-07-01
Nye County, Nevada,44202,2017-07-01
Pershing County, Nevada,6508,2017-07-01
Storey County, Nevada,4006,2017-07-01
Washoe County, Nevada,460587,2017-07-01
White Pine County, Nevada,9592,2017-07-01
Carson City, Nevada,54745,2017-07-01
Rankin County, Mississippi,152080,2017-07-01
Scott County, Mississippi,28420,2017-07-01
Sharkey County, Mississippi,4435,2017-07-01
Simpson County, Mississippi,26947,2017-07-01
Smith County, Mississippi,16078,2017-07-01
Stone County, Mississippi,18112,2017-07-01
Ozark County, Missouri,9186,2017-07-01
Pemiscot County, Missouri,16826,2017-07-01
Perry County, Missouri,19225,2017-07-01
Pettis County, Missouri,42558,2017-07-01
Phelps County, Missouri,44744,2017-07-01
Pike County, Missouri,18567,2017-07-01
Burt County, Nebraska,6535,2017-07-01
Butler County, Nebraska,8053,2017-07-01
Cass County, Nebraska,25889,2017-07-01
Cedar County, Nebraska,8530,2017-07-01
Chase County, Nebraska,3971,2017-07-01
Cherry County, Nebraska,5818,2017-07-01
Cheyenne County, Nebraska,9676,2017-07-01
Belknap County, New Hampshire,60785,2017-07-01
Carroll County, New Hampshire,48064,2017-07-01
Cheshire County, New Hampshire,75960,2017-07-01
Coos County, New Hampshire,31634,2017-07-01
Grafton County, New Hampshire,89386,2017-07-01
Hillsborough County, New Hampshire,409697,2017-07-01
Sunflower County, Mississippi,25981,2017-07-01
Tallahatchie County, Mississippi,14125,2017-07-01
Tate County, Mississippi,28441,2017-07-01
Tippah County, Mississippi,21969,2017-07-01
Tishomingo County, Mississippi,19542,2017-07-01
Tunica County, Mississippi,10024,2017-07-01
Platte County, Missouri,101187,2017-07-01
Polk County, Missouri,31794,2017-07-01
Pulaski County, Missouri,52059,2017-07-01
Putnam County, Missouri,4811,2017-07-01
Ralls County, Missouri,10224,2017-07-01
Randolph County, Missouri,24945,2017-07-01
Ray County, Missouri,22855,2017-07-01
Clay County, Nebraska,6205,2017-07-01
Colfax County, Nebraska,10585,2017-07-01
Cuming County, Nebraska,9042,2017-07-01
Custer County, Nebraska,10897,2017-07-01
Dakota County, Nebraska,20186,2017-07-01
Dawes County, Nebraska,8890,2017-07-01
Merrimack County, New Hampshire,149216,2017-07-01
Rockingham County, New Hampshire,306363,2017-07-01
Strafford County, New Hampshire,128613,2017-07-01
Sullivan County, New Hampshire,43077,2017-07-01
Atlantic County, New Jersey,269918,2017-07-01
Bergen County, New Jersey,948406,2017-07-01
Union County, Mississippi,28556,2017-07-01
Walthall County, Mississippi,14499,2017-07-01
Warren County, Mississippi,46768,2017-07-01
Washington County, Mississippi,46221,2017-07-01
Wayne County, Mississippi,20446,2017-07-01
Webster County, Mississippi,9765,2017-07-01
Reynolds County, Missouri,6275,2017-07-01
Ripley County, Missouri,13564,2017-07-01
St. Charles County, Missouri,395504,2017-07-01
St. Clair County, Missouri,9362,2017-07-01
Ste. Genevieve County, Missouri,17843,2017-07-01
St. Francois County, Missouri,66705,2017-07-01
Dawson County, Nebraska,23709,2017-07-01
Deuel County, Nebraska,1883,2017-07-01
Dixon County, Nebraska,5754,2017-07-01
Dodge County, Nebraska,36707,2017-07-01
Douglas County, Nebraska,561620,2017-07-01
Dundy County, Nebraska,1801,2017-07-01
Burlington County, New Jersey,448596,2017-07-01
Camden County, New Jersey,510719,2017-07-01
Cape May County, New Jersey,93553,2017-07-01
Cumberland County, New Jersey,152538,2017-07-01
Essex County, New Jersey,808285,2017-07-01
Gloucester County, New Jersey,292206,2017-07-01
Wilkinson County, Mississippi,8804,2017-07-01
Winston County, Mississippi,18246,2017-07-01
Yalobusha County, Mississippi,12497,2017-07-01
Yazoo County, Mississippi,27057,2017-07-01
Adair County, Missouri,25377,2017-07-01
Andrew County, Missouri,17555,2017-07-01
St. Louis County, Missouri,996726,2017-07-01
Saline County, Missouri,22660,2017-07-01
Schuyler County, Missouri,4508,2017-07-01
Scotland County, Missouri,4963,2017-07-01
Scott County, Missouri,38541,2017-07-01
Shannon County, Missouri,8249,2017-07-01
Fillmore County, Nebraska,5582,2017-07-01
Franklin County, Nebraska,2990,2017-07-01
Frontier County, Nebraska,2631,2017-07-01
Furnas County, Nebraska,4780,2017-07-01
Gage County, Nebraska,21601,2017-07-01
Garden County, Nebraska,1906,2017-07-01
Hudson County, New Jersey,691643,2017-07-01
Hunterdon County, New Jersey,125059,2017-07-01
Mercer County, New Jersey,374733,2017-07-01
Middlesex County, New Jersey,842798,2017-07-01
Monmouth County, New Jersey,626351,2017-07-01
Morris County, New Jersey,499693,2017-07-01
Atchison County, Missouri,5275,2017-07-01
Audrain County, Missouri,25641,2017-07-01
Barry County, Missouri,35668,2017-07-01
Barton County, Missouri,11850,2017-07-01
Bates County, Missouri,16334,2017-07-01
Benton County, Missouri,19074,2017-07-01
Shelby County, Missouri,6021,2017-07-01
Stoddard County, Missouri,29369,2017-07-01
Stone County, Missouri,31699,2017-07-01
Sullivan County, Missouri,6229,2017-07-01
Taney County, Missouri,55355,2017-07-01
Texas County, Missouri,25735,2017-07-01
Garfield County, Nebraska,2016,2017-07-01
